node,node,weight
理科大楼_829,理科大楼_7212,5
理科大楼_2102,理科大楼_1097,3
理科大楼_6607,理科大楼_7265,3
理科大楼_7208,理科大楼_548,6
理科大楼_2500,理科大楼_4024,2
理科大楼_477,人文学院楼,6
理科大楼_8622,理科大楼_6170,5
理科大楼_1133,理科大楼_488,4
理科大楼_2952,理科大楼_3736,5
理科大楼_3537,理科大楼_909,3
理科大楼_1472,理科大楼_6975,2
理科大楼_8932,理科大楼_6919,3
理科大楼_9656,理科大楼_2151,10
理科大楼_934,理科大楼_1028,6
理科大楼_4995,理科大楼_4304,1
理科大楼_3003,理科大楼_1911,4
理科大楼_1648,理科大楼_5603,2
理科大楼_6164,理科大楼_9270,8
理科大楼_9624,理科大楼_2807,3
理科大楼_7938,理科大楼_2531,2
理科大楼_46,理科大楼_655,2
理科大楼_2877,理科大楼_2415,2
理科大楼_8460,理科大楼_5340,7
理科大楼_6380,理科大楼_8082,10
理科大楼_5700,理科大楼_5472,3
理科大楼_3599,理科大楼_7546,5
理科大楼_5363,理科大楼_6666,1
理科大楼_9480,理科大楼_1278,8
理科大楼_3473,理科大楼_8485,6
理科大楼_3642,理科大楼_4661,6
理科大楼_2512,理科大楼_6766,1
理科大楼_4910,理科大楼_5570,2
理科大楼_4687,理科大楼_6133,9
理科大楼_2618,理科大楼_3887,6
理科大楼_3398,理科大楼_6691,10
理科大楼_9803,理科大楼_1201,10
理科大楼_434,理科大楼_1487,1
理科大楼_8609,理科大楼_3214,8
理科大楼_6149,理科大楼_4210,5
理科大楼_451,理科大楼_35,8
理科大楼_810,理科大楼_1923,10
理科大楼_2205,理科大楼_4270,2
理科大楼_260,理科大楼_9559,2
理科大楼_8805,理科大楼_6815,7
理科大楼_7651,理科大楼_4714,4
理科大楼_5155,理科大楼_2990,8
理科大楼_5740,理科大楼_1637,8
理科大楼_4638,理科大楼_2195,4
理科大楼_4166,理科大楼_3255,7
理科大楼_1830,理科大楼_3631,9
理科大楼_6932,理科大楼_3466,8
理科大楼_382,理科大楼_6658,1
理科大楼_4635,理科大楼_9011,8
理科大楼_7850,教育学部楼,3
理科大楼_8785,理科大楼_8454,4
理科大楼_3974,理科大楼_1488,3
理科大楼_9311,理科大楼_694,8
理科大楼_7838,理科大楼_3351,3
理科大楼_2979,理科大楼_2720,10
理科大楼_1315,理科大楼_3648,7
理科大楼_5625,理科大楼_4085,7
理科大楼_2061,理科大楼_3990,4
理科大楼_2087,理科大楼_6108,5
理科大楼_7473,理科大楼_4520,1
理科大楼_5890,理科大楼_1975,3
理科大楼_8758,理科大楼_6984,2
理科大楼_907,理科大楼_3128,3
理科大楼_4836,理科大楼_607,1
理科大楼_5323,理科大楼_5458,4
理科大楼_4335,理科大楼_74,10
理科大楼_6253,理科大楼_9755,5
理科大楼_3797,理科大楼_3652,3
理科大楼_8947,理科大楼_2363,9
理科大楼_6498,理科大楼_7461,9
理科大楼_6501,理科大楼_9701,5
理科大楼_8559,理科大楼_5321,3
理科大楼_5645,理科大楼_608,4
理科大楼_1352,理科大楼_5237,1
理科大楼_4850,理科大楼_2235,9
理科大楼_3926,理科大楼_1514,2
理科大楼_3317,理科大楼_9720,7
理科大楼_4208,理科大楼_5669,3
理科大楼_7466,理科大楼_3170,6
理科大楼_112,理科大楼_6867,7
理科大楼_4770,理科大楼_4135,4
理科大楼_9724,理科大楼_9132,2
理科大楼_6072,理科大楼_3546,5
理科大楼_361,理科大楼_537,8
理科大楼_2173,理科大楼_7585,1
理科大楼_5788,理科大楼_6471,4
理科大楼_9700,理科大楼_1079,1
理科大楼_8788,理科大楼_1994,8
理科大楼_4611,理科大楼_5418,2
理科大楼_7791,理科大楼_5329,8
理科大楼_8230,理科大楼_1282,5
理科大楼_1934,理科大楼_781,10
理科大楼_3781,理科大楼_2319,9
理科大楼_502,理科大楼_8258,7
理科大楼_2079,理科大楼_2567,4
理科大楼_3465,理科大楼_9088,7
理科大楼_991,理科大楼_5635,1
理科大楼_813,理科大楼_8637,8
理科大楼_7049,理科大楼_83,4
理科大楼_6741,理科大楼_5345,3
理科大楼_4259,理科大楼_3115,1
理科大楼_6353,理科大楼_717,7
理科大楼_2241,理科大楼_8362,8
理科大楼_9467,理科大楼_6941,2
理科大楼_1844,理科大楼_9071,2
理科大楼_6391,理科大楼_3222,5
理科大楼_1548,理科大楼_7856,1
理科大楼_5339,理科大楼_5594,10
理科大楼_6710,理科大楼_5449,5
理科大楼_3372,理科大楼_5465,1
理科大楼_2402,理科大楼_3993,2
理科大楼_8916,理科大楼_8500,3
理科大楼_3130,后勤保障部,9
理科大楼_9532,理科大楼_7359,9
理科大楼_3650,理科大楼_5260,5
理科大楼_249,理科大楼_8881,3
理科大楼_2034,理科大楼_4406,8
理科大楼_355,理科大楼_81,7
理科大楼_7498,理科大楼_6464,7
理科大楼_6607,理科大楼_1500,1
理科大楼_4800,理科大楼_9285,8
理科大楼_1229,理科大楼_7996,7
理科大楼_2993,理科大楼_3729,1
理科大楼_5967,理科大楼_7657,4
理科大楼_3110,物理楼,8
理科大楼_2788,理科大楼_1856,10
理科大楼_4101,理科大楼_6956,7
理科大楼_7790,理科大楼_7294,8
理科大楼_2726,理科大楼_8023,8
理科大楼_5483,理科大楼_4574,3
理科大楼_7033,理科大楼_6992,8
理科大楼_8290,理科大楼_3305,9
理科大楼_7017,理科大楼_3069,7
理科大楼_795,理科大楼_4468,2
理科大楼_8272,理科大楼_3963,5
理科大楼_7827,理科大楼_4571,7
理科大楼_3564,理科大楼_2969,10
理科大楼_282,理科大楼_9743,6
理科大楼_3646,理科大楼_8100,1
理科大楼_3801,理科大楼_7682,2
理科大楼_4040,理科大楼_3153,7
理科大楼_2681,理科大楼_8101,10
理科大楼_8494,理科大楼_108,7
理科大楼_5017,理科大楼_9183,9
理科大楼_5152,理科大楼_9144,3
理科大楼_3239,理科大楼_2764,10
理科大楼_4443,理科大楼_782,3
理科大楼_9068,理科大楼_8912,8
理科大楼_9187,理科大楼_8751,4
理科大楼_3272,理科大楼_3501,9
理科大楼_4812,理科大楼_407,5
理科大楼_1022,理科大楼_5853,8
理科大楼_6288,理科大楼_8734,10
理科大楼_9764,理科大楼_7881,4
理科大楼_2877,理科大楼_3771,4
理科大楼_262,理科大楼_2938,4
理科大楼_1783,理科大楼_9531,5
理科大楼_8186,理科大楼_7309,8
理科大楼_5558,理科大楼_7478,1
理科大楼_1340,理科大楼_5099,8
理科大楼_375,理科大楼_5395,1
理科大楼_1845,理科大楼_1701,2
理科大楼_6152,理科大楼_5053,8
理科大楼_4252,理科大楼_4722,5
理科大楼_873,理科大楼_54,5
理科大楼_2028,理科大楼_6917,2
理科大楼_5396,理科大楼_5636,6
理科大楼_4122,理科大楼_2609,5
理科大楼_3614,理科大楼_6647,6
理科大楼_1606,理科大楼_1468,10
理科大楼_1655,理科大楼_8090,6
理科大楼_897,理科大楼_1574,9
理科大楼_187,理科大楼_7640,10
理科大楼_8097,理科大楼_720,2
理科大楼_9723,理科大楼_2247,7
理科大楼_4013,理科大楼_172,2
理科大楼_3018,理科大楼_6968,10
理科大楼_9656,理科大楼_403,5
理科大楼_2350,理科大楼_8217,7
理科大楼_392,理科大楼_5534,9
理科大楼_5487,理科大楼_7940,1
理科大楼_3420,理科大楼_9467,9
理科大楼_3280,理科大楼_4620,7
理科大楼_2424,理科大楼_7991,6
理科大楼_953,理科大楼_3681,8
理科大楼_2939,理科大楼_1721,4
理科大楼_1743,理科大楼_5991,7
理科大楼_1392,理科大楼_1011,10
理科大楼_6752,理科大楼_594,6
理科大楼_9308,理科大楼_8894,4
理科大楼_7016,理科大楼_2542,3
理科大楼_9837,理科大楼_8353,2
理科大楼_8931,理科大楼_9271,1
理科大楼_8838,理科大楼_8718,6
理科大楼_9394,理科大楼_4046,9
理科大楼_8343,理科大楼_90,10
理科大楼_90,理科大楼_1866,10
理科大楼_5464,理科大楼_5569,1
理科大楼_1930,理科大楼_2079,7
理科大楼_3218,理科大楼_5823,8
理科大楼_477,理科大楼_9113,8
理科大楼_3174,理科大楼_7364,10
理科大楼_8459,理科大楼_2686,6
理科大楼_9294,理科大楼_7643,7
理科大楼_1568,理科大楼_1434,6
理科大楼_6436,理科大楼_1325,2
理科大楼_8702,理科大楼_917,1
理科大楼_6448,理科大楼_1925,9
理科大楼_5501,理科大楼_8109,8
理科大楼_4067,理科大楼_9570,6
理科大楼_8017,理科大楼_3895,6
理科大楼_6762,理科大楼_832,7
理科大楼_6727,理科大楼_5483,8
理科大楼_8971,理科大楼_1222,3
理科大楼_9027,理科大楼_4273,5
理科大楼_3083,理科大楼_9231,5
理科大楼_911,理科大楼_4517,10
理科大楼_1856,理科大楼_2977,8
理科大楼_820,理科大楼_1142,6
理科大楼_406,理科大楼_7319,1
理科大楼_3400,理科大楼_6811,9
理科大楼_399,理科大楼_2238,5
理科大楼_5093,理科大楼_1342,3
理科大楼_5066,理科大楼_2997,4
理科大楼_6556,理科大楼_2438,8
理科大楼_8652,理科大楼_9385,4
理科大楼_6638,理科大楼_9279,6
理科大楼_8462,理科大楼_1060,2
理科大楼_362,理科大楼_393,5
理科大楼_4989,理科大楼_5152,4
理科大楼_8938,理科大楼_8832,10
理科大楼_3836,理科大楼_4403,9
理科大楼_5863,法商楼,10
理科大楼_4288,理科大楼_8214,6
理科大楼_2246,研究生公寓1号楼,8
理科大楼_666,理科大楼_5725,10
理科大楼_7401,理科大楼_5434,9
理科大楼_7444,理科大楼_3848,7
理科大楼_8090,理科大楼_9101,9
理科大楼_8040,法学院楼,8
理科大楼_8131,理科大楼_2119,7
理科大楼_5639,理科大楼_6496,10
理科大楼_4381,理科大楼_8658,5
理科大楼_3322,理科大楼_4489,4
理科大楼_7231,理科大楼_4041,5
理科大楼_379,理科大楼_2096,3
理科大楼_674,理科大楼_8958,6
理科大楼_7133,理科大楼_5048,3
理科大楼_750,理科大楼_3805,8
理科大楼_3367,理科大楼_5939,1
理科大楼_5644,理科大楼_7648,4
理科大楼_1881,理科大楼_5108,9
理科大楼_2700,理科大楼_1845,10
理科大楼_118,理科大楼_5917,2
理科大楼_8999,理科大楼_3909,8
理科大楼_4018,理科大楼_3566,5
理科大楼_6091,理科大楼_7844,9
理科大楼_7810,理科大楼_1954,9
理科大楼_967,理科大楼_570,10
理科大楼_1632,理科大楼_3050,4
理科大楼_7930,理科大楼_7747,1
理科大楼_8591,理科大楼_4980,3
理科大楼_5240,理科大楼_729,10
理科大楼_7423,理科大楼_2414,8
理科大楼_5508,理科大楼_9615,9
理科大楼_6705,理科大楼_1246,6
理科大楼_9028,理科大楼_6785,10
共青场,理科大楼_2766,7
理科大楼_1160,理科大楼_1623,8
理科大楼_2272,理科大楼_2514,7
理科大楼_7096,理科大楼_885,8
理科大楼_6397,理科大楼_3179,2
理科大楼_271,理科大楼_3945,6
理科大楼_2268,理科大楼_4051,10
理科大楼_227,理科大楼_8521,4
理科大楼_3704,理科大楼_8879,7
理科大楼_7524,理科大楼_9301,1
理科大楼_8505,理科大楼_7695,2
理科大楼_5255,理科大楼_4887,6
理科大楼_2779,理科大楼_769,5
理科大楼_6572,理科大楼_3212,10
理科大楼_8992,理科大楼_7652,5
理科大楼_5957,理科大楼_1864,2
理科大楼_491,理科大楼_9080,7
理科大楼_8330,理科大楼_8051,10
理科大楼_9044,理科大楼_2822,1
理科大楼_442,理科大楼_5844,8
理科大楼_5290,理科大楼_7206,10
理科大楼_585,理科大楼_5087,1
理科大楼_1174,理科大楼_6640,9
理科大楼_733,理科大楼_9873,7
理科大楼_4224,理科大楼_3539,9
理科大楼_5951,理科大楼_7913,10
理科大楼_6474,理科大楼_2544,1
理科大楼_8329,理科大楼_8070,1
理科大楼_2716,理科大楼_3155,9
理科大楼_8113,理科大楼_4334,8
理科大楼_6218,理科大楼_6819,8
理科大楼_4859,理科大楼_378,3
理科大楼_1064,理科大楼_3339,10
理科大楼_4951,理科大楼_5544,7
理科大楼_8465,理科大楼_5955,10
理科大楼_857,理科大楼_1965,5
理科大楼_5064,理科大楼_8818,4
理科大楼_7863,理科大楼_6685,3
理科大楼_6698,理科大楼_4997,10
理科大楼_2538,理科大楼_9233,5
理科大楼_7493,理科大楼_6913,2
理科大楼_4582,理科大楼_4752,5
理科大楼_6663,理科大楼_1462,4
理科大楼_3159,理科大楼_9877,1
理科大楼_8260,物理信息楼,4
理科大楼_5583,理科大楼_6865,7
理科大楼_2581,理科大楼_2567,4
理科大楼_4184,理科大楼_3928,2
理科大楼_42,理科大楼_8944,10
理科大楼_1253,理科大楼_4219,2
理科大楼_2420,理科大楼_2027,4
理科大楼_5574,理科大楼_6245,5
理科大楼_3263,理科大楼_5837,8
理科大楼_1323,理科大楼_2492,10
理科大楼_5448,理科大楼_9283,9
理科大楼_2313,理科大楼_8499,7
理科大楼_8099,理科大楼_2593,10
理科大楼_7035,理科大楼_7666,7
理科大楼_1496,理科大楼_9051,8
理科大楼_380,本科生公寓5号楼,7
理科大楼_3064,理科大楼_2099,1
理科大楼_1167,理科大楼_5135,5
理科大楼_9097,理科大楼_3726,8
理科大楼_869,理科大楼_776,3
理科大楼_8976,理科大楼_3655,7
理科大楼_8976,理科大楼_2137,6
理科大楼_9894,理科大楼_6797,6
理科大楼_320,理科大楼_3583,7
理科大楼_8684,理科大楼_522,2
理科大楼_1957,理科大楼_6021,1
理科大楼_9758,理科大楼_2705,7
理科大楼_3827,理科大楼_5836,8
理科大楼_4205,理科大楼_132,7
理科大楼_5718,理科大楼_172,8
理科大楼_4218,理科大楼_5704,6
理科大楼_4924,理科大楼_4315,9
理科大楼_503,理科大楼_3241,3
理科大楼_2018,理科大楼_4013,10
理科大楼_75,理科大楼_1617,2
理科大楼_9870,理科大楼_9103,1
理科大楼_9640,理科大楼_3567,4
理科大楼_8644,理科大楼_8317,5
理科大楼_7920,理科大楼_7662,5
理科大楼_6562,理科大楼_7455,4
理科大楼_5756,理科大楼_3294,7
理科大楼_6989,理科大楼_3831,6
理科大楼_8060,理科大楼_3210,7
理科大楼_7303,理科大楼_6301,2
理科大楼_4297,理科大楼_4431,3
理科大楼_8062,理科大楼_3529,4
理科大楼_2762,理科大楼_9485,4
理科大楼_3829,理科大楼_6580,2
理科大楼_6033,理科大楼_797,10
理科大楼_1241,理科大楼_5546,7
理科大楼_6132,理科大楼_5915,7
理科大楼_8437,理科大楼_1458,9
理科大楼_5687,理科大楼_1647,2
理科大楼_3848,理科大楼_2064,4
理科大楼_4267,理科大楼_9369,1
理科大楼_2215,理科大楼_284,5
理科大楼_4777,理科大楼_9833,8
理科大楼_181,理科大楼_4171,5
理科大楼_4473,理科大楼_4430,2
理科大楼_6557,理科大楼_259,8
理科大楼_1567,理科大楼_5263,7
理科大楼_9507,理科大楼_6546,8
理科大楼_225,理科大楼_6647,10
理科大楼_4997,理科大楼_5587,2
理科大楼_7312,理科大楼_213,5
本科生公寓4号楼,理科大楼_1843,6
理科大楼_481,理科大楼_9172,3
理科大楼_7154,理科大楼_8202,1
理科大楼_5542,理科大楼_2681,1
理科大楼_8738,理科大楼_6309,9
理科大楼_9138,理科大楼_9026,8
理科大楼_1473,理科大楼_4631,5
理科大楼_6799,理科大楼_4466,4
理科大楼_8881,理科大楼_5442,2
理科大楼_4101,理科大楼_6670,6
校医院,理科大楼_3350,7
理科大楼_2673,理科大楼_8155,3
理科大楼_6701,理科大楼_559,5
紫竹广场,理科大楼_7237,9
理科大楼_5064,理科大楼_7453,3
理科大楼_1802,理科大楼_83,9
理科大楼_7150,理科大楼_6457,9
理科大楼_4796,理科大楼_7684,3
理科大楼_9833,理科大楼_5414,9
理科大楼_4219,理科大楼_8373,9
理科大楼_3196,理科大楼_6359,10
理科大楼_7732,理科大楼_7481,9
理科大楼_3502,理科大楼_2840,6
理科大楼_8961,理科大楼_9140,9
理科大楼_7425,理科大楼_8586,1
理科大楼_8522,理科大楼_316,8
理科大楼_1309,理科大楼_3231,3
理科大楼_8293,理科大楼_4070,3
理科大楼_2974,理科大楼_6395,8
法学院楼,理科大楼_4540,10
理科大楼_7096,理科大楼_9205,1
理科大楼_3974,理科大楼_3409,1
理科大楼_2099,理科大楼_9270,6
理科大楼_4735,理科大楼_7587,7
理科大楼_8058,理科大楼_7441,4
理科大楼_1982,理科大楼_2540,8
理科大楼_9747,理科大楼_5559,5
理科大楼_1870,理科大楼_8847,8
理科大楼_6726,理科大楼_4964,9
理科大楼_3482,理科大楼_7017,5
理科大楼_5702,理科大楼_798,7
理科大楼_983,理科大楼_4948,6
理科大楼_303,理科大楼_2272,1
理科大楼_6720,理科大楼_9042,6
理科大楼_9148,理科大楼_3809,9
理科大楼_8958,理科大楼_2983,9
理科大楼_6827,理科大楼_1167,1
理科大楼_2537,理科大楼_2919,4
理科大楼_1052,理科大楼_5829,1
理科大楼_2090,理科大楼_290,5
理科大楼_2443,理科大楼_813,1
理科大楼_4544,理科大楼_7541,1
理科大楼_8849,体育健康楼,10
理科大楼_590,理科大楼_5545,2
理科大楼_763,理科大楼_4624,6
理科大楼_3213,理科大楼_620,5
理科大楼_133,理科大楼_951,2
理科大楼_9649,理科大楼_8687,8
理科大楼_5693,理科大楼_454,10
理科大楼_5055,理科大楼_7159,8
理科大楼_5451,理科大楼_3997,7
理科大楼_7606,理科大楼_8883,9
理科大楼_8676,理科大楼_2439,3
理科大楼_7850,理科大楼_7786,7
理科大楼_8532,理科大楼_9664,6
理科大楼_8988,理科大楼_8668,10
理科大楼_3137,理科大楼_6876,9
理科大楼_6416,理科大楼_6984,10
理科大楼_2879,理科大楼_5490,9
理科大楼_7107,理科大楼_856,5
理科大楼_6485,理科大楼_2904,8
理科大楼_9877,理科大楼_7808,9
理科大楼_4575,理科大楼_7242,7
理科大楼_5251,理科大楼_4070,2
理科大楼_6285,理科大楼_2583,2
理科大楼_3354,理科大楼_7865,3
理科大楼_3750,理科大楼_8429,7
理科大楼_9760,理科大楼_8387,7
理科大楼_7811,理科大楼_7972,8
理科大楼_8332,理科大楼_3206,9
理科大楼_6425,理科大楼_8789,9
理科大楼_980,理科大楼_2913,2
理科大楼_4620,理科大楼_4992,5
理科大楼_8575,理科大楼_1950,10
理科大楼_5759,理科大楼_4142,6
理科大楼_8452,理科大楼_4666,2
理科大楼_9502,理科大楼_3350,9
理科大楼_6640,理科大楼_9381,9
理科大楼_6969,理科大楼_9403,1
理科大楼_6525,理科大楼_3092,7
理科大楼_5448,理科大楼_9127,2
理科大楼_806,理科大楼_8239,5
理科大楼_747,理科大楼_1131,5
理科大楼_4400,理科大楼_3763,5
理科大楼_542,理科大楼_3684,4
理科大楼_6165,理科大楼_5169,3
理科大楼_3546,理科大楼_8095,7
理科大楼_1203,理科大楼_5017,4
理科大楼_2981,理科大楼_1529,4
理科大楼_443,理科大楼_7858,2
理科大楼_5553,理科大楼_40,10
理科大楼_5751,理科大楼_3065,7
理科大楼_34,理科大楼_9606,9
理科大楼_4118,理科大楼_4553,8
理科大楼_268,理科大楼_5805,3
理科大楼_7497,理科大楼_5796,5
理科大楼_5418,理科大楼_6057,9
理科大楼_1079,理科大楼_2140,5
理科大楼_3444,理科大楼_4252,9
理科大楼_2610,理科大楼_9712,9
理科大楼_3728,理科大楼_7490,4
西操场,理科大楼_7506,2
理科大楼_5663,理科大楼_8092,8
理科大楼_2407,理科大楼_2852,9
理科大楼_4577,理科大楼_4061,5
理科大楼_2460,理科大楼_2830,2
理科大楼_8662,理科大楼_3889,6
理科大楼_8455,理科大楼_8777,1
理科大楼_2509,理科大楼_8147,8
理科大楼_862,理科大楼_8875,2
理科大楼_8390,理科大楼_4046,10
理科大楼_5860,理科大楼_5428,7
理科大楼_7108,理科大楼_791,8
理科大楼_4789,理科大楼_1443,5
理科大楼_7287,理科大楼_3997,9
理科大楼_8543,理科大楼_3784,3
理科大楼_1689,理科大楼_8906,7
理科大楼_5629,理科大楼_8014,4
理科大楼_1506,理科大楼_5611,9
理科大楼_896,理科大楼_9889,1
理科大楼_2885,理科大楼_4098,2
理科大楼_5030,理科大楼_9678,3
理科大楼_1621,理科大楼_2837,9
理科大楼_2302,理科大楼_5719,7
理科大楼_9567,理科大楼_4138,1
理科大楼_5451,理科大楼_2517,4
理科大楼_4401,理科大楼_1737,6
理科大楼_4753,理科大楼_3369,9
理科大楼_8416,理科大楼_6486,2
理科大楼_1950,理科大楼_8592,10
理科大楼_3661,理科大楼_945,3
理科大楼_6606,理科大楼_7926,8
理科大楼_7101,理科大楼_2583,8
理科大楼_9658,理科大楼_5311,3
理科大楼_2068,理科大楼_9363,10
理科大楼_1069,理科大楼_1080,3
理科大楼_2610,理科大楼_1657,9
理科大楼_7360,理科大楼_4169,7
理科大楼_317,理科大楼_8013,9
理科大楼_7301,理科大楼_7059,9
理科大楼_5980,理科大楼_7488,1
理科大楼_3496,理科大楼_2060,9
理科大楼_7111,理科大楼_3023,1
理科大楼_3215,理科大楼_9458,4
理科大楼_3778,理科大楼_7770,8
理科大楼_5635,理科大楼_3152,3
理科大楼_6663,理科大楼_6922,4
理科大楼_2636,理科大楼_8954,7
理科大楼_1386,理科大楼_951,3
理科大楼_4813,理科大楼_504,5
理科大楼_9244,理科大楼_8905,9
理科大楼_2723,理科大楼_3916,10
理科大楼_6465,理科大楼_4432,8
理科大楼_2478,理科大楼_8747,8
理科大楼_4578,体育健康楼,2
理科大楼_8880,理科大楼_469,1
理科大楼_7552,理科大楼_4911,6
理科大楼_8541,理科大楼_5566,7
理科大楼_6206,理科大楼_9808,5
理科大楼_6452,理科大楼_6738,3
理科大楼_8807,理科大楼_5906,5
理科大楼_617,理科大楼_9397,7
理科大楼_8421,理科大楼_5232,1
理科大楼_7130,理科大楼_668,4
理科大楼_5369,理科大楼_3208,7
理科大楼_9483,理科大楼_686,9
理科大楼_5581,理科大楼_6507,2
理科大楼_3727,理科大楼_4375,5
理科大楼_3896,理科大楼_8367,7
理科大楼_247,理科大楼_8782,1
理科大楼_2099,理科大楼_6993,9
理科大楼_6762,理科大楼_8629,5
理科大楼_6490,理科大楼_9345,7
理科大楼_5239,理科大楼_5206,3
理科大楼_6192,理科大楼_1204,2
理科大楼_3265,理科大楼_8758,4
理科大楼_2991,理科大楼_2232,3
理科大楼_500,理科大楼_661,1
理科大楼_514,理科大楼_866,4
理科大楼_9111,理科大楼_6876,9
理科大楼_8467,理科大楼_9396,6
理科大楼_1463,理科大楼_3213,3
理科大楼_2950,理科大楼_5192,4
理科大楼_2468,理科大楼_7280,2
理科大楼_8613,理科大楼_4220,9
理科大楼_7213,理科大楼_8201,8
理科大楼_108,理科大楼_3397,4
理科大楼_6749,理科大楼_1244,9
理科大楼_9557,理科大楼_5826,5
理科大楼_6819,理科大楼_590,5
理科大楼_224,理科大楼_7932,7
理科大楼_5198,理科大楼_1139,2
理科大楼_8143,理科大楼_8155,6
理科大楼_826,理科大楼_8764,8
理科大楼_9881,理科大楼_1252,8
理科大楼_4880,理科大楼_6656,7
理科大楼_3304,理科大楼_6252,4
理科大楼_5960,理科大楼_2895,10
理科大楼_7327,理科大楼_3752,3
理科大楼_57,理科大楼_9318,9
理科大楼_1024,理科大楼_6996,5
理科大楼_3543,理科大楼_2715,4
理科大楼_4892,理科大楼_2679,1
理科大楼_1272,理科大楼_3566,5
理科大楼_4703,理科大楼_8681,1
理科大楼_5510,理科大楼_8227,5
理科大楼_3968,理科大楼_8127,7
理科大楼_5045,理科大楼_4614,5
理科大楼_5133,理科大楼_4245,3
理科大楼_2332,理科大楼_2386,7
理科大楼_493,理科大楼_7324,4
理科大楼_7115,理科大楼_5342,5
理科大楼_5531,理科大楼_6533,2
理科大楼_9718,理科大楼_2296,1
理科大楼_476,理科大楼_741,5
理科大楼_2549,理科大楼_4466,10
理科大楼_9736,理科大楼_9139,2
理科大楼_9508,理科大楼_4848,3
理科大楼_7033,理科大楼_7078,1
理科大楼_6913,理科大楼_2112,6
理科大楼_898,理科大楼_2968,3
理科大楼_1558,理科大楼_5072,4
理科大楼_9738,理科大楼_50,10
理科大楼_8508,理科大楼_5801,7
理科大楼_3971,理科大楼_8738,4
理科大楼_1585,理科大楼_3718,1
理科大楼_3275,理科大楼_8291,8
理科大楼_6651,理科大楼_607,6
理科大楼_268,理科大楼_76,8
理科大楼_8694,理科大楼_9852,4
理科大楼_2168,理科大楼_33,2
理科大楼_6112,理科大楼_4720,2
理科大楼_6970,理科大楼_500,7
理科大楼_9262,理科大楼_1024,9
理科大楼_5806,理科大楼_8801,9
理科大楼_4434,理科大楼_7821,9
理科大楼_596,理科大楼_8605,7
理科大楼_1121,理科大楼_9800,3
理科大楼_1786,理科大楼_390,9
理科大楼_3211,理科大楼_3167,8
理科大楼_1006,理科大楼_1964,6
理科大楼_2679,理科大楼_956,5
理科大楼_8367,理科大楼_5080,3
理科大楼_6556,理科大楼_7551,2
理科大楼_7163,理科大楼_5198,3
理科大楼_4108,理科大楼_4781,8
理科大楼_8854,理科大楼_218,8
理科大楼_3109,理科大楼_2387,3
理科大楼_5690,理科大楼_1596,9
理科大楼_3862,理科大楼_9730,9
理科大楼_4802,理科大楼_5391,3
理科大楼_2218,理科大楼_957,7
理科大楼_1036,理科大楼_6229,10
理科大楼_7761,理科大楼_6021,3
理科大楼_563,理科大楼_6591,2
理科大楼_334,理科大楼_7279,4
理科大楼_5939,理科大楼_8581,1
理科大楼_7697,理科大楼_9456,8
理科大楼_5566,理科大楼_805,2
理科大楼_3406,理科大楼_4435,1
理科大楼_957,理科大楼_152,2
理科大楼_5392,理科大楼_6694,7
理科大楼_7179,理科大楼_3175,3
理科大楼_1243,理科大楼_5214,8
理科大楼_3983,理科大楼_2395,9
理科大楼_3602,理科大楼_8861,9
理科大楼_8759,理科大楼_3390,10
理科大楼_5629,理科大楼_7358,7
理科大楼_8004,理科大楼_1353,5
理科大楼_9851,理科大楼_2966,1
理科大楼_9550,理科大楼_6665,9
理科大楼_1752,理科大楼_740,7
理科大楼_4300,理科大楼_2528,4
理科大楼_5770,理科大楼_1311,1
理科大楼_1929,理科大楼_2889,4
理科大楼_4678,理科大楼_9715,2
理科大楼_4567,理科大楼_6487,5
理科大楼_2267,数统楼,2
理科大楼_7147,理科大楼_9211,6
理科大楼_2705,理科大楼_3381,2
理科大楼_7634,理科大楼_1304,5
理科大楼_5821,理科大楼_1116,3
理科大楼_6675,理科大楼_9031,5
理科大楼_8162,理科大楼_3668,9
理科大楼_1450,理科大楼_7533,10
理科大楼_4006,理科大楼_1478,2
理科大楼_6582,理科大楼_4707,8
理科大楼_8529,理科大楼_6333,7
理科大楼_225,理科大楼_5181,10
理科大楼_2348,理科大楼_9044,1
理科大楼_979,理科大楼_4201,1
理科大楼_3359,理科大楼_4151,9
理科大楼_5943,理科大楼_9872,9
理科大楼_5846,理科大楼_7325,8
青年教师公寓,理科大楼_8134,3
理科大楼_5269,理科大楼_1717,1
理科大楼_8253,理科大楼_7580,10
理科大楼_7451,理科大楼_850,7
理科大楼_6965,理科大楼_4257,7
理科大楼_4657,理科大楼_8009,2
理科大楼_5363,理科大楼_9856,10
理科大楼_3690,理科大楼_3969,9
理科大楼_4033,理科大楼_3272,5
理科大楼_2547,理科大楼_4794,4
美术学院楼,理科大楼_5288,5
理科大楼_4424,理科大楼_5340,5
理科大楼_8120,理科大楼_3587,3
理科大楼_6185,理科大楼_6727,2
理科大楼_3287,理科大楼_4301,2
理科大楼_9477,理科大楼_175,8
理科大楼_7498,数统楼,1
理科大楼_9523,理科大楼_923,6
理科大楼_5005,理科大楼_19,10
理科大楼_1414,理科大楼_5642,8
审计处,理科大楼_5630,4
理科大楼_7083,理科大楼_446,6
理科大楼_6858,理科大楼_4971,1
理科大楼_1374,理科大楼_9460,1
理科大楼_1500,理科大楼_2566,7
理科大楼_367,理科大楼_722,9
